,2 195153448 0
54122,114868 140230165 2
54123,123215 140230165 5
54124,125519 140230165 7
54125,127359 140230165 5
54126,135301 140230165 8
54127,138529 140230165 7
54128,139387 140230165 10
54129,148452 140230165 7
54130,164027 140230165 0
54131,171295 140230165 8
54132,172760 140230165 8
54133,175039 140230165 9
54134,180865 140230165 5
54135,186768 140230165 8
54136,203075 140230165 5
54137,204864 140230165 10
54138,205197 140230165 7
54139,211426 140230165 9
54140,219683 140230165 10
54141,220688 140230165 9
54142,230496 140230165 8
54143,231374 140230165 10
54144,231393 140230165 4
54145,234597 140230165 10
54146,235429 140230165 3
54147,236855 140230165 3
54148,242361 140230165 7
54149,242544 140230165 6
54150,245281 140230165 3
54151,249894 140230165 2
54152,251003 140230165 1
54153,252820 140230165 3
54154,254153 140230165 9
54155,270868 140230165 10
54156,507 14029628 8
54157,3827 14029628 6
54158,6575 14029628 7
54159,6637 14029628 10
54160,7346 14029628 8
54161,8027 14029628 9
54162,8253 14029628 3
54163,8346 14029628 3
54164,11676 14029628 7
54165,17190 14029628 1
54166,17950 14029628 3
54167,18569 14029628 5
54168,21014 14029628 8
54169,23768 14029628 2
54170,26057 14029628 8
54171,26374 14029628 0
54172,33958 14029628 8
54173,36263 14029628 5
54174,36606 14029628 8
54175,36673 14029628 2
54176,37712 14029628 9
54177,38023 14029628 2
54178,40612 14029628 6
54179,43687 14029628 2
54180,46443 14029628 8
54181,50225 14029628 1
54182,55144 14029628 10
54183,55927 14029628 9
54184,57108 14029628 7
54185,59683 14029628 6
54186,60244 14029628 8
54187,61427 14029628 9
54188,62862 14029628 0
54189,65663 14029628 8
54190,67270 14029628 9
54191,69188 14029628 9
54192,72707 14029628 6
54193,73394 14029628 9
54194,74056 14029628 0
54195,74691 14029628 9
54196,75591 14029628 2
54197,76499 14029628 10
54198,76626 14029628 8
54199,80538 14029628 8
54200,84897 14029628 7
54201,85426 14029628 6
54202,86051 14029628 0
54203,88793 14029628 5
54204,89602 14029628 5
54205,92346 14029628 8
54206,95173 14029628 8
54207,95923 14029628 4
54208,97754 14029628 1
54209,98741 14029628 1
54210,101150 14029628 8
54211,101876 14029628 6
54212,102967 14029628 8
54213,105937 14029628 10
54214,106225 14029628 9
54215,108155 14029628 8
54216,109864 14029628 8
54217,110440 14029628 2
54218,110912 14029628 9
54219,110973 14029628 8
54220,111444 14029628 6
54221,112881 14029628 5
54222,114414 14029628 3
54223,114544 14029628 6
54224,115003 14029628 4
54225,115907 14029628 6
54226,117255 14029628 5
54227,117450 14029628 0
54228,117928 14029628 5
54229,120828 14029628 4
54230,121170 14029628 8
54231,125039 14029628 9
54232,126726 14029628 4
54233,128696 14029628 9
54234,128821 14029628 10
54235,129458 14029628 9
54236,131057 14029628 10
54237,132232 14029628 10
54238,135149 14029628 7
54239,136348 14029628 8
54240,136733 14029628 8
54241,137588 14029628 10
54242,138543 14029628 8
54243,138906 14029628 7
54244,140255 14029628 8
54245,141338 14029628 9
54246,141493 14029628 5
54247,143497 14029628 8
54248,143792 14029628 9
54249,143837 14029628 3
54250,144531 14029628 8
54251,148258 14029628 0
54252,149562 14029628 8
54253,149907 14029628 2
54254,149934 14029628 4
54255,150508 14029628 10
54256,151790 14029628 4
54257,152946 14029628 7
54258,154992 14029628 8
54259,156150 14029628 5
54260,158104 14029628 6
54261,158466 14029628 6
54262,162639 14029628 4
54263,165308 14029628 8
54264,166126 14029628 7
54265,167812 14029628 8
54266,168144 14029628 8
54267,178201 14029628 4
54268,178550 14029628 3
54269,180032 14029628 1
54270,181084 14029628 7
54271,181687 14029628 9
54272,184479 14029628 3
54273,187145 14029628 4
54274,187256 14029628 9
54275,191190 14029628 3
54276,193499 14029628 1
54277,193612 14029628 4
54278,201036 14029628 10
54279,201290 14029628 10
54280,201579 14029628 9
54281,203240 14029628 7
54282,203424 14029628 10
54283,204359 14029628 5
54284,204864 14029628 1
54285,205118 14029628 7
54286,205980 14029628 9
54287,206944 14029628 8
54288,209985 14029628 4
54289,210717 14029628 5
54290,211426 14029628 7
54291,212923 14029628 8
54292,213530 14029628 9
54293,216444 14029628 4
54294,217895 14029628 3
54295,219301 14029628 8
54296,220688 14029628 2
54297,221125 14029628 7
54298,221445 14029628 9
54299,221948 14029628 2
54300,223904 14029628 8
54301,224349 14029628 5
54302,224927 14029628 7
54303,225610 14029628 8
54304,225763 14029628 8
54305,226879 14029628 8
54306,227447 14029628 7
54307,229011 14029628 6
54308,231210 14029628 6
54309,232131 14029628 1
54310,234359 14029628 10
54311,238120 14029628 2
54312,238568 14029628 7
54313,239584 14029628 9
54314,241874 14029628 10
54315,242812 14029628 9
54316,243722 14029628 9
54317,244352 14029628 10
54318,246317 14029628 9
54319,246507 14029628 3
54320,247166 14029628 4
54321,251844 14029628 8
54322,253228 14029628 8
54323,254160 14029628 7
54324,257018 14029628 0
54325,261133 14029628 8
54326,262430 14029628 8
54327,263326 14029628 7
54328,263460 14029628 9
54329,264543 14029628 7
54330,264657 14029628 7
54331,265083 14029628 0
54332,265115 14029628 9
54333,265544 14029628 0
54334,266056 14029628 8
54335,267880 14029628 5
54336,268110 14029628 7
54337,268622 14029628 10
54338,270713 14029628 7
54339,271674 14029628 7
54340,271705 14029628 8
54341,274325 14029628 0
54342,274808 14029628 5
54343,275970 14029628 9
54344,277235 14029628 6
54345,277427 14029628 5
54346,277962 14029628 5
54347,507 152325808 2
54348,230522 152325808 6
54349,507 307001164 0
54350,16795 307001164 3
54351,31406 307001164 2
54352,31556 307001164 9
54353,32110 307001164 10
54354,38023 307001164 7
54355,45557 307001164 2
54356,88122 307001164 1
54357,100264 307001164 8
54358,107244 307001164 9
54359,143253 307001164 0
54360,193584 307001164 10
54361,198711 307001164 4
54362,221777 307001164 10
54363,230522 307001164 1
54364,236283 307001164 10
54365,245864 307001164 1
54366,257028 307001164 10
54367,278418 307001164 4
54368,507 307115208 2
54369,30686 307115208 7
54370,35859 307115208 0
54371,196077 307115208 10
54372,201526 307115208 9
54373,230522 307115208 9
54374,252292 307115208 10
54375,507 307117375 9
54376,230522 307117375 10
54377,507 307118703 1
54378,11676 307118703 9
54379,35859 307118703 8
54380,69355 307118703 0
54381,153662 307118703 5
54382,155495 307118703 7
54383,198711 307118703 6
54384,201783 307118703 8
54385,230522 307118703 6
54386,278418 307118703 8
54387,507 307119424 10
54388,52525 307119424 9
54389,115120 307119424 5
54390,122429 307119424 4
54391,151608 307119424 9
54392,180586 307119424 5
54393,185233 307119424 5
54394,198711 307119424 4
54395,230522 307119424 8
54396,245827 307119424 9
54397,507 307128865 7
54398,23768 307128865 1
54399,35921 307128865 9
54400,96448 307128865 5
54401,102967 307128865 3
54402,146230 307128865 9
54403,190708 307128865 2
54404,198711 307128865 9
54405,230522 307128865 5
54406,507 30720152 8
54407,230522 30720152 5
54408,507 312312628 9
54409,98391 312312628 9
54410,162639 312312628 0
54411,235105 312312628 9
54412,507 312986769 9
54413,11676 312986769 8
54414,16634 312986769 4
54415,21014 312986769 7
54416,31391 312986769 4
54417,35859 312986769 8
54418,41676 312986769 9
54419,42323 312986769 9
54420,52917 312986769 4
54421,55142 312986769 7
54422,97952 312986769 2
54423,114988 312986769 7
54424,138441 312986769 5
54425,141958 312986769 10
54426,156269 312986769 7
54427,157273 312986769 1
54428,170821 312986769 0
54429,204864 312986769 8
54430,206534 312986769 5
54431,227610 312986769 3
54432,234623 312986769 4
54433,236943 312986769 7
54434,247729 312986769 9
54435,262422 312986769 6
54436,277563 312986769 7
54437,507 312990456 10
54438,1303 312990456 1
54439,1729 312990456 8
54440,5439 312990456 5
54441,6368 312990456 5
54442,6575 312990456 9
54443,7915 312990456 1
54444,11629 312990456 10
54445,11676 312990456 0
54446,21660 312990456 7
54447,23547 312990456 8
54448,32773 312990456 9
54449,37454 312990456 2
54450,38464 312990456 4
54451,41086 312990456 8
54452,43687 312990456 9
54453,43920 312990456 9
54454,46909 312990456 10
54455,50895 312990456 6
54456,56959 312990456 9
54457,59150 312990456 6
54458,60244 312990456 9
54459,62272 312990456 9
54460,69697 312990456 6
54461,76352 312990456 4
54462,76818 312990456 7
54463,80661 312990456 4
54464,80945 312990456 10
54465,83383 312990456 8
54466,93047 312990456 6
54467,93629 312990456 10
54468,94787 312990456 9
54469,102647 312990456 8
54470,104211 312990456 10
54471,104636 312990456 9
54472,105979 312990456 3
54473,106725 312990456 6
54474,107021 312990456 1
54475,110508 312990456 8
54476,110934 312990456 9
54477,111947 312990456 0
54478,113817 312990456 1
54479,124363 312990456 6
54480,124942 312990456 2
54481,126395 312990456 9
54482,127914 312990456 3
54483,131046 312990456 6
54484,134251 312990456 8
54485,136382 312990456 10
54486,136958 312990456 9
54487,139827 312990456 9
54488,140000 312990456 9
54489,140068 312990456 10
54490,141201 312990456 8
54491,142801 312990456 9
54492,143837 312990456 10
54493,144318 312990456 9
54494,144531 312990456 9
54495,150661 312990456 8
54496,151537 312990456 7
54497,151653 312990456 8
54498,152742 312990456 10
54499,153718 312990456 9
54500,154469 312990456 8
54501,158295 312990456 7
54502,158385 312990456 3
54503,162930 312990456 1
54504,163804 312990456 9
54505,164956 312990456 6
54506,165319 312990456 1
54507,167576 312990456 4
54508,170634 312990456 10
54509,173247 312990456 9
54510,177090 312990456 5
54511,177375 312990456 9
54512,178667 312990456 8
54513,181687 312990456 7
54514,183101 312990456 5
54515,185233 312990456 10
54516,188273 312990456 10
54517,190807 312990456 6
54518,196047 312990456 9
54519,196160 312990456 6
54520,201674 312990456 0
54521,201684 312990456 5
54522,202381 312990456 9
54523,203799 312990456 2
54524,203910 312990456 10
54525,204457 312990456 9
54526,205473 312990456 10
54527,206074 312990456 10
54528,206610 312990456 7
54529,207148 312990456 10
54530,207721 312990456 7
54531,208141 312990456 7
54532,208147 312990456 2
54533,208492 312990456 10
54534,211426 312990456 6
54535,214244 312990456 3
54536,220626 312990456 5
54537,221870 312990456 10
54538,222220 312990456 8
54539,224191 312990456 6
54540,224997 312990456 7
54541,225810 312990456 5
54542,226205 312990456 8
54543,227702 312990456 3
54544,228764 312990456 9
54545,228868 312990456 2
54546,233508 312990456 10
54547,233911 312990456 9
54548,234623 312990456 3
54549,235392 312990456 1
54550,239692 312990456 8
54551,240131 312990456 9
54552,240567 312990456 9
54553,241980 312990456 10
54554,242830 312990456 10
54555,247055 312990456 8
54556,247240 312990456 9
54557,247447 312990456 8
54558,247623 312990456 8
54559,247795 312990456 9
54560,247855 312990456 8
54561,249040 312990456 6
54562,249862 312990456 10
54563,249894 312990456 8
54564,251843 312990456 9
54565,254214 312990456 5
54566,255218 312990456 3
54567,256167 312990456 3
54568,257801 312990456 9
54569,258107 312990456 0
54570,258329 312990456 1
54571,258534 312990456 10
54572,260735 312990456 8
54573,261829 312990456 7
54574,262399 312990456 9
54575,265115 312990456 9
54576,274308 312990456 8
54577,274428 312990456 8
54578,278582 312990456 5
54579,507 312995431 4
54580,124310 312995431 7
54581,277563 312995431 9
54582,507 316666009 4
54583,3481 316666009 6
54584,7158 316666009 9
54585,10857 316666009 8
54586,11676 316666009 8
54587,14667 316666009 10
54588,16143 316666009 10
54589,29094 316666009 8
54590,33455 316666009 5
54591,36771 316666009 9
54592,37623 316666009 8
54593,42323 316666009 6
54594,43006 316666009 5
54595,43246 316666009 2
54596,50130 316666009 10
54597,50225 316666009 1
54598,55490 316666009 5
54599,55493 316666009 8
54600,62272 316666009 10
54601,62862 316666009 5
54602,66640 316666009 10
54603,66878 316666009 8
54604,68920 316666009 8
54605,70345 316666009 4
54606,71712 316666009 5
54607,73923 316666009 7
54608,78973 316666009 8
54609,80692 316666009 10
54610,81848 316666009 7
54611,87672 316666009 7
54612,89326 316666009 9
54613,90075 316666009 5
54614,93085 316666009 2
54615,93358 316666009 6
54616,96490 316666009 7
54617,96771 316666009 1
54618,103477 316666009 8
54619,110912 316666009 5
54620,110973 316666009 4
54621,111241 316666009 3
54622,113752 316666009 10
54623,115536 316666009 1
54624,115692 316666009 6
54625,115934 316666009 0
54626,117111 316666009 9
54627,118434 316666009 4
54628,120090 316666009 1
54629,121088 316666009 8
54630,122014 316666009 9
54631,124720 316666009 9
54632,127190 316666009 8
54633,127827 316666009 7
54634,130571 316666009 6
54635,130581 316666009 10
54636,131908 316666009 4
54637,133416 316666009 4
54638,136205 316666009 4
54639,136616 316666009 7
54640,140000 316666009 5
54641,140358 316666009 5
54642,141201 316666009 7
54643,142880 316666009 7
54644,143175 316666009 9
54645,145884 316666009 8
54646,154773 316666009 6
54647,159316 316666009 9
54648,159822 316666009 8
54649,164794 316666009 7
54650,166391 316666009 10
54651,169400 316666009 4
54652,170527 316666009 10
54653,170850 316666009 8
54654,172150 316666009 8
54655,175117 316666009 7
54656,175898 316666009 0
54657,176214 316666009 7
54658,178199 316666009 7
54659,178522 316666009 8
54660,183995 316666009 8
54661,185233 316666009 0
54662,187256 316666009 7
54663,188696 316666009 10
54664,195694 316666009 2
54665,196077 316666009 9
54666,196468 316666009 10
54667,198506 316666009 8
54668,199416 316666009 5
54669,201447 316666009 9
54670,205473 316666009 1
54671,205495 316666009 8
54672,206877 316666009 7
54673,207563 316666009 2
54674,209373 316666009 7
54675,215388 316666009 6
54676,218552 316666009 6
54677,220099 316666009 5
54678,220597 316666009 8
54679,223201 316666009 8
54680,225763 316666009 9
54681,229681 316666009 5
54682,230522 316666009 7
54683,232131 316666009 0
54684,235392 316666009 8
54685,238120 316666009 1
54686,239692 316666009 9
54687,242500 316666009 6
54688,245568 316666009 9
54689,247055 316666009 5
54690,248098 316666009 8
54691,249150 316666009 7
54692,255489 316666009 8
54693,256167 316666009 0
54694,260944 316666009 5
54695,263645 316666009 10
54696,266226 316666009 3
54697,271468 316666009 2
54698,272395 316666009 4
54699,272875 316666009 7
54700,507 345251733 10
54701,18172 345251733 1
54702,51883 345251733 4
54703,102967 345251733 9
54704,507 345348036 0
54705,746 345348036 6
54706,2313 345348036 9
54707,3363 345348036 3
54708,3827 345348036 9
54709,7346 345348036 8
54710,7875 345348036 0
54711,8167 345348036 7
54712,8839 345348036 10
54713,10270 345348036 10
54714,11224 345348036 8
54715,11657 345348036 3
54716,11676 345348036 5
54717,12194 345348036 1
54718,13082 345348036 10
54719,14087 345348036 6
54720,14422 345348036 9
54721,15230 345348036 9
54722,21484 345348036 7
54723,23703 345348036 7
54724,27647 345348036 10
54725,28523 345348036 5
54726,28594 345348036 10
54727,30487 345348036 9
54728,30533 345348036 6
54729,37712 345348036 2
54730,39328 345348036 10
54731,41392 345348036 1
54732,46398 345348036 4
54733,46443 345348036 8
54734,52013 345348036 8
54735,53278 345348036 10
54736,53577 345348036 7
54737,55021 345348036 7
54738,55927 345348036 10
54739,57999 345348036 5
54740,58210 345348036 2
54741,60337 345348036 5
54742,60707 345348036 9
54743,64436 345348036 9
54744,68256 345348036 2
54745,69684 345348036 8
54746,69971 345348036 10
54747,78834 345348036 8
54748,80642 345348036 3
54749,80684 345348036 10
54750,80690 345348036 8
54751,82751 345348036 8
54752,82795 345348036 2
54753,85015 345348036 6
54754,93047 345348036 9
54755,93629 345348036 9
54756,96054 345348036 4
54757,97945 345348036 8
54758,102429 345348036 10
54759,104636 345348036 7
54760,104812 345348036 10
54761,106006 345348036 10
54762,106007 345348036 10
54763,108155 345348036 3
54764,108799 345348036 10
54765,109549 345348036 9
54766,109779 345348036 8
54767,112512 345348036 4
54768,113519 345348036 1
54769,114374 345348036 10
54770,114570 345348036 7
54771,115003 345348036 7
54772,115045 345348036 5
54773,115490 345348036 9
54774,115572 345348036 2
54775,116005 345348036 10
54776,117251 345348036 10
54777,123257 345348036 2
54778,125774 345348036 4
54779,127233 345348036 5
54780,128835 345348036 9
54781,132851 345348036 0
54782,134005 345348036 8
54783,136382 345348036 0
54784,140662 345348036 7
54785,140751 345348036 10
54786,141310 345348036 10
54787,143909 345348036 10
54788,145641 345348036 0
54789,146570 345348036 9
54790,149484 345348036 1
54791,149703 345348036 9
54792,151157 345348036 10
54793,151589 345348036 7
54794,152016 345348036 2
54795,153471 345348036 6
54796,163433 345348036 10
54797,166828 345348036 8
54798,167722 345348036 7
54799,168387 345348036 3
54800,169779 345348036 10
54801,171118 345348036 7
54802,173190 345348036 6
54803,174568 345348036 10
54804,177110 345348036 10
54805,179344 345348036 8
54806,179733 345348036 2
54807,182403 345348036 3
54808,184299 345348036 10
54809,185147 345348036 7
54810,187624 345348036 8
54811,187761 345348036 10
54812,196466 345348036 10
54813,196502 345348036 7
54814,197866 345348036 1
54815,198389 345348036 8
54816,200765 345348036 8
54817,202173 345348036 5
54818,204311 345348036 10
54819,204864 345348036 7
54820,206534 345348036 5
54821,208600 345348036 10
54822,209464 345348036 9
54823,210485 345348036 10
54824,211426 345348036 6
54825,214426 345348036 1
54826,218121 345348036 10
